from_stop_id,to_stop_id,transfer_type,min_transfer_time
11135,5781,0,
11077,5474,0,
11077,5498,0,
5003,8615,0,
5006,5007,0,
6727,7591,2,120
6727,5216,2,120
6727,7468,2,120
6727,7469,2,120
6727,6727,2,120
6727,7635,2,120
6727,6736,2,120
7643,3394,2,120
7643,3334,2,120
7643,3533,2,120
7643,3769,2,120
7643,3204,2,120
7643,3053,2,120
7643,3927,2,120
7643,3904,2,120
7643,3195,2,120
7643,3906,2,120
7643,3067,2,120
7643,8998,2,120
7643,8032,2,120
3825,3064,0,
7649,11117,0,
7650,8023,2,120
7650,9000,2,120
7656,10277,0,
6766,6766,0,
6766,6783,0,
6768,6704,0,
6768,8483,0,
6768,6661,0,
6768,8283,2,480
6768,6768,0,
6781,6704,0,
6781,8483,0,
6781,6661,0,
6781,8283,2,480
6781,6768,0,
6781,6781,0,
6783,6766,0,
6783,6783,0,
5410,5285,0,
5410,6113,0,
5410,6478,0,
6734,6730,0,
6731,6733,0,
5007,5006,0,
5007,5007,0,
4965,10897,2,300
4965,10896,2,300
6587,6908,0,
6587,6808,0,
6563,6858,0,
6563,6820,0,
6590,9564,0,
6590,9580,0,
6600,6895,0,
6600,6881,0,
6603,6634,0,
6603,6684,0,
10886,10889,2,120
10886,10888,2,120
10886,10891,2,120
10886,10890,2,120
10886,10886,2,120
7736,8023,0,
7736,9000,2,120
7736,8030,2,120
10885,10889,2,120
10885,10888,2,120
10885,10891,2,120
10885,10890,2,120
10885,10887,2,120
6637,6895,0,
6637,6881,0,
6646,9564,0,
6646,9580,0,
6648,6908,0,
6648,6808,0,
6675,9570,0,
6675,9574,0,
6467,5768,2,120
6467,5769,2,120
6467,5667,2,120
6467,10881,2,120
6467,5793,2,120
6467,5045,2,120
6467,5891,2,120
6467,10880,2,120
6467,5262,2,120
6467,5494,2,120
6467,5122,2,120
5288,5805,0,
5288,5826,2,360
5288,11592,2,360
5295,5919,0,
5295,5960,0,
10644,11593,0,
10644,10673,0,
7214,7259,2,120
7214,7207,2,120
7214,7095,2,120
7214,7166,2,120
11134,5715,0,
11134,5729,0,
11132,5651,0,
11132,5683,0,
11127,5025,0,
11127,5067,0,
11128,8542,0,
11128,5138,0,
5244,6455,2,120
5244,5230,2,120
5244,5093,2,120
5244,6080,2,120
5244,4845,2,120
5244,5244,2,120
5244,5553,2,120
5244,4939,2,120
5244,5997,2,120
5104,5021,0,
5104,5072,0,
8542,11128,0,
8542,11129,0,
4959,4959,0,
4959,5133,0,
4959,4974,0,
4972,4961,0,
4972,4962,0,
4972,4972,0,
4972,5253,0,
5138,11128,0,
5138,11129,0,
5140,5021,0,
5140,5072,0,
4915,5096,0,
4915,4849,0,
5701,5594,0,
5701,5633,2,480
5701,5700,2,360
5514,5514,0,
6741,6942,0,
6741,6921,0,
6777,6777,0,
8960,7357,0,
7236,7236,0,
10437,6194,0,
10437,10437,0,
5465,5594,0,
5465,5743,0,
5465,6000,0,
5465,5633,2,480
5465,5700,2,360
5465,5465,0,
5039,5039,0,
5516,11074,0,
5516,6459,0,
6466,6194,0,
6466,6175,0,
6466,6466,0,
6725,6942,0,
6725,6921,0,
6700,6739,0,
6700,6700,0,
6736,7591,2,120
6736,5216,2,120
6736,7469,2,120
6736,6727,2,120
6736,7635,2,120
6691,9570,0,
6691,9574,0,
6683,8381,0,
6765,6915,0,
8961,8975,0,
8961,7357,0,
7421,5354,0,
10643,11593,0,
7742,3064,0,
7742,3869,2,480
10564,8561,2,120
10564,8575,2,120
10564,8578,0,
10564,8577,0,
10567,3719,0,
10569,3723,0,
10568,3723,0,
10568,3743,0,
11628,5016,2,480
11628,5077,2,480
11629,5077,2,480
10880,5768,2,120
10880,5769,2,120
10880,8057,0,
10880,8060,0,
10880,5667,2,120
10880,10881,2,120
10880,5793,2,120
10880,5045,2,120
10880,5891,2,120
10880,6467,2,120
10880,10880,2,120
10880,5262,0,
10880,5494,0,
10880,5122,0,
5975,5975,0,
11639,4463,2,360
11632,155,0,
11632,256,0,
11644,8604,2,300
11644,11291,2,300
10743,11507,0,
10743,11517,0,
10743,11506,0,
10743,11516,0,
10743,8053,0,
10743,8064,0,
10743,10743,0,
10742,11507,0,
10742,11517,0,
10742,11506,0,
10742,11516,0,
10742,8053,0,
10742,8064,0,
10742,10742,0,
11016,56,0,
11016,113,0,
11645,4463,0,
11645,11639,2,360
639,1,2,300
639,10044,2,360
639,639,0,
639,10618,0,
9848,10144,0,
5019,5019,0,
5019,5074,0,
5019,4949,0,
5019,4984,0,
5021,5104,0,
5021,5140,0,
5256,5250,0,
5256,5869,0,
5256,5256,0,
5256,5069,0,
5553,6455,2,120
5553,5230,2,120
5553,5093,2,120
5553,6080,2,120
5553,4845,2,120
5553,5244,2,120
5553,5553,2,120
5553,4939,2,120
5553,5997,2,120
5998,5557,0,
5998,5628,0,
5069,5250,0,
5069,5069,0,
5072,5104,0,
5072,5140,0,
5074,4949,0,
5074,4984,0,
9849,6969,0,
9849,6987,0,
11540,6754,0,
4654,4832,0,
4835,4835,0,
4939,6455,2,120
4939,5230,2,120
4939,5093,2,120
4939,6080,2,120
4939,4845,2,120
4939,5244,2,120
4939,5553,2,120
4939,5997,2,120
5015,11628,2,480
5015,11629,2,480
4949,5019,0,
4949,5074,0,
4984,5019,0,
4984,5074,0,
5641,5708,0,
5641,5737,0,
5693,5708,0,
5693,5737,0,
5127,5659,0,
5127,5675,0,
5057,5031,0,
5057,5059,0,
4993,4918,0,
5077,11629,2,480
5111,5059,0,
5117,5659,0,
5117,5675,0,
4629,4689,0,
4640,4678,0,
4644,4644,0,
4644,4674,0,
4647,4670,0,
4652,4652,0,
4652,4665,0,
4652,4735,0,
4658,82,2,420
4658,10670,0,
4722,10819,0,
5253,4961,0,
5253,4972,0,
5997,6455,2,120
5997,5230,2,120
5997,5093,2,120
5997,6080,2,120
5997,4845,2,120
5997,5244,2,120
5997,4939,2,120
5262,5768,2,120
5262,5769,2,120
5262,8057,0,
5262,8060,0,
5262,5667,2,120
5262,10881,2,120
5262,5793,2,120
5262,5045,2,120
5262,5891,2,120
5262,6467,2,120
5262,5494,2,120
5262,5122,2,120
8654,5805,0,
8654,5826,0,
8654,11592,0,
8454,8454,0,
8127,8127,0,
5464,5593,0,
5464,5743,0,
5464,6000,0,
5464,5633,0,
5464,5700,0,
5464,6077,0,
5474,11078,2,300
5474,11077,2,300
5494,5768,2,120
5494,5769,0,
5494,5667,2,120
5494,10881,0,
5494,5793,2,120
5494,5045,2,120
5494,5891,2,120
5494,6467,2,120
5494,10880,2,120
5494,5262,2,120
5494,5122,2,120
5122,5768,2,120
5122,5769,0,
5122,5667,2,120
5122,10881,0,
5122,5793,2,120
5122,5045,2,120
5122,5891,2,120
5122,6467,2,120
5122,10880,2,120
5122,5262,2,120
8472,8472,0,
8461,10819,0,
8128,8128,0,
4750,10819,0,
5498,11078,0,
5498,11077,0,
5505,5638,2,360
5509,5593,2,120
5509,5743,2,120
5509,6000,2,120
5509,5633,2,120
5509,5700,0,
5509,6077,2,120
10764,10819,0,
4756,10328,0,
4756,4756,0,
4660,4461,2,120
4660,4491,2,120
4660,4660,2,120
4817,4817,0,
8497,8497,0,
9112,534,2,300
9112,44,0,
9112,8040,2,360
9112,8077,2,360
9112,31,0,
11534,81,0,
10811,10811,0,
10823,4722,0,
10823,8461,0,
10823,4750,0,
10823,10764,0,
31,984,0,
31,409,2,360
31,4496,2,120
31,534,2,300
31,8040,2,360
31,8041,2,600
31,8077,2,300
31,9128,0,
11674,1736,2,300
11674,1651,2,300
11674,1685,2,300
11674,8047,0,
11674,8070,0,
11675,1583,2,360
11675,1530,2,360
11129,8542,0,
11129,5138,0,
11676,4659,2,360
11677,10265,0,
604,10481,0,
9916,9912,2,480
9916,9913,2,480
9916,9914,2,480
9916,9910,2,480
9916,10432,0,
9916,9909,2,480
9916,11665,2,360
3699,3679,0,
1856,410,2,360
1856,1857,0,
1856,1483,2,360
141,2153,0,
141,2234,0,
151,1988,0,
151,2047,0,
155,255,0,
155,11632,0,
165,11500,0,
165,11020,0,
176,2120,0,
176,9052,0,
176,888,0,
176,886,0,
240,2120,0,
240,9052,0,
240,888,0,
240,886,0,
248,1583,0,
248,1530,0,
251,11500,0,
251,11020,0,
256,255,0,
256,11632,0,
10812,1988,0,
10812,2047,0,
266,2153,2,480
